0,0,0
5e-06,3,5
1e-05,0,0
1.5e-05,0,0
2e-05,0,1
2.5e-05,1,1
3e-05,0,0
3.5e-05,0,0
4e-05,0,0
4.5e-05,0,0
5e-05,0,0
5.5e-05,0,1
6e-05,1,0
6.5e-05,0,1
7e-05,1,0
7.5e-05,0,0
8e-05,0,0
8.5e-05,0,0
9e-05,0,1
9.5e-05,0,0
0.0001,0,0
0.000105,0,0
0.00011,1,1
0.000115,0,3
0.00012,4,0
0.000125,0,2
0.00013,0,2
0.000135,3,1
0.00014,0,0
0.000145,1,0
0.00015,1,2
0.000155,3,0
0.00016,0,1
0.000165,2,0
0.00017,0,1
0.000175,0,2
0.00018,2,0
0.000185,0,1
0.00019,1,0
0.000195,0,1
0.0002,2,0
0.000205,0,0
0.00021,0,1
0.000215,2,0
0.00022,1,1
0.000225,1,0
0.00023,0,1
0.000235,0,0
0.00024,1,0
0.000245,1,1
0.00025,1,0
0.000255,0,2
0.00026,1,0
0.000265,1,1
0.00027,0,1
0.000275,0,0
0.00028,0,1
0.000285,0,2
0.00029,2,1
0.000295,0,0
0.0003,0,0
0.000305,0,2
0.00031,1,1
0.000315,1,0
0.00032,0,0
0.000325,0,0
0.00033,0,0
0.000335,1,0
0.00034,0,1
0.000345,1,0
0.00035,0,0
0.000355,0,1
0.00036,1,0
0.000365,0,0
0.00037,1,0
0.000375,0,0
0.00038,2,0
0.000385,0,0
0.00039,0,0
0.000395,0,1
0.0004,1,0
0.000405,0,0
0.00041,1,0
0.000415,0,0
0.00042,0,0
0.000425,0,0
0.00043,0,1
0.000435,0,1
0.00044,0,1
0.000445,0,0
0.00045,0,0
0.000455,0,0
0.00046,0,0
0.000465,1,1
0.00047,0,0
0.000475,0,0
0.00048,0,0
0.000485,0,0
0.00049,0,1
0.000495,0,0
0.0005,0,0
0.000505,0,1
0.00051,1,0
0.000515,0,0
0.00052,0,0
0.000525,0,0
0.00053,0,0
0.000535,0,0
0.00054,0,0
0.000545,0,0
0.00055,0,1
0.000555,1,0
0.00056,0,0
0.000565,0,1
0.00057,1,0
0.000575,0,1
0.00058,0,0
0.000585,0,1
0.00059,0,1
0.000595,0,0
0.0006,2,0
0.000605,0,0
0.00061,0,0
0.000615,0,0
0.00062,0,0
0.000625,0,1
0.00063,0,0
0.000635,1,0
0.00064,0,0
0.000645,0,1
0.00065,0,1
0.000655,0,0
0.00066,0,0
0.000665,0,0
0.00067,1,0
0.000675,0,0
0.00068,0,0
0.000685,1,0
0.00069,0,1
0.000695,1,0
0.0007,0,1
0.000705,0,0
0.00071,0,0
0.000715,0,0
0.00072,3,0
0.000725,0,0
0.00073,1,0
0.000735,1,0
0.00074,0,0
0.000745,0,0
0.00075,0,0
0.000755,0,0
0.00076,0,0
0.000765,0,0
0.00077,0,0
0.000775,0,0
0.00078,0,0
0.000785,1,0
0.00079,0,0
0.000795,0,0
0.0008,0,0
0.000805,0,0
0.00081,0,0
0.000815,0,0
0.00082,0,1
0.000825,0,0
0.00083,0,0
0.000835,0,0
0.00084,0,0
0.000845,1,0
0.00085,0,0
0.000855,0,0
0.00086,0,0
0.000865,0,0
0.00087,0,0
0.000875,0,0
0.00088,0,0
0.000885,0,0
0.00089,1,0
0.000895,0,0
0.0009,0,0
0.000905,0,0
0.00091,0,0
0.000915,0,1
0.00092,0,1
0.000925,0,0
0.00093,0,0
0.000935,0,0
0.00094,0,0
0.000945,0,0
0.00095,0,0
0.000955,0,0
0.00096,1,0
0.000965,0,1
0.00097,0,0
0.000975,0,0
0.00098,0,0
0.000985,0,0
0.00099,0,0
0.000995,0,0
0.001,0,0
0.001005,0,0
0.00101,1,0
0.001015,0,0
0.00102,1,0
0.001025,0,0
0.00103,0,0
0.001035,0,0
0.00104,1,0
0.001045,0,0
0.00105,0,0
0.001055,0,0
0.00106,0,0
0.001065,1,1
0.00107,0,0
0.001075,0,0
0.00108,0,0
0.001085,0,0
0.00109,1,0
0.001095,0,0
0.0011,0,0
0.001105,0,0
0.00111,0,0
0.001115,0,0
0.00112,0,0
0.001125,0,1
0.00113,0,0
0.001135,0,0
0.00114,0,0
0.001145,0,0
0.00115,1,0
0.001155,0,0
0.00116,0,0
0.001165,0,0
0.00117,0,0
0.001175,0,0
0.00118,0,0
0.001185,0,0
0.00119,3,1
0.001195,0,0
0.0012,0,1
0.001205,1,0
0.00121,0,2
0.001215,1,0
0.00122,0,0
0.001225,0,0
0.00123,0,0
0.001235,0,1
0.00124,1,0
0.001245,0,0
0.00125,0,0
0.001255,1,0
0.00126,1,0
0.001265,0,0
0.00127,0,0
0.001275,0,0
0.00128,0,0
0.001285,0,0
0.00129,0,0
0.001295,0,0
0.0013,0,0
0.001305,0,0
0.00131,1,0
0.001315,0,0
0.00132,0,1
0.001325,0,0
0.00133,0,1
0.001335,0,0
0.00134,0,0
0.001345,0,0
0.00135,1,0
0.001355,1,0
0.00136,0,0
0.001365,0,0
0.00137,0,0
0.001375,0,0
0.00138,1,1
0.001385,0,0
0.00139,0,1
0.001395,0,0
0.0014,0,1
0.001405,0,0
0.00141,1,0
0.001415,0,0
0.00142,0,0
0.001425,1,0
0.00143,0,0
0.001435,0,1
0.00144,0,0
0.001445,1,0
0.00145,0,0
0.001455,0,0
0.00146,0,0
0.001465,0,0
0.00147,0,0
0.001475,0,0
0.00148,0,0
0.001485,1,1
0.00149,1,0
0.001495,0,2
0.0015,0,0
0.001505,0,2
0.00151,1,0
0.001515,0,0
0.00152,0,1
0.001525,0,0
0.00153,0,0
0.001535,0,0
0.00154,0,0
0.001545,0,0
0.00155,0,0
0.001555,0,0
0.00156,0,0
0.001565,0,0
0.00157,0,0
0.001575,0,0
0.00158,0,0
0.001585,0,0
0.00159,0,0
0.001595,1,1
0.0016,0,0
0.001605,0,0
0.00161,0,2
0.001615,0,0
0.00162,0,0
0.001625,0,0
0.00163,0,1
0.001635,0,0
0.00164,4,2
0.001645,0,0
0.00165,0,1
0.001655,0,0
0.00166,0,0
0.001665,1,0
0.00167,1,0
0.001675,0,0
0.00168,0,0
0.001685,0,0
0.00169,1,0
0.001695,0,0
0.0017,0,0
0.001705,0,0
0.00171,0,1
0.001715,0,0
0.00172,0,0
0.001725,0,0
0.00173,0,0
0.001735,0,0
0.00174,0,0
0.001745,0,0
0.00175,0,1
0.001755,0,0
0.00176,2,0
0.001765,0,1
0.00177,0,3
0.001775,0,0
0.00178,0,0
0.001785,0,0
0.00179,0,0
0.001795,0,1
0.0018,0,1
0.001805,1,0
0.00181,0,0
0.001815,0,0
0.00182,0,1
0.001825,0,0
0.00183,0,1
0.001835,0,0
0.00184,0,0
0.001845,0,0
0.00185,0,0
0.001855,0,0
0.00186,1,0
0.001865,1,1
0.00187,2,0
0.001875,0,0
0.00188,0,0
0.001885,0,0
0.00189,0,1
0.001895,0,0
0.0019,0,0
0.001905,0,0
0.00191,0,0
0.001915,0,0
